集,条文数,年龄,吉凶断词
辰集,5216,,治家操作，女中丈夫。
辰集,5217,39，40,园木日暖百花香，蝴蝶纷纷过红墙。
辰集,5218,,数有八子，二子送老。
辰集,5219,,数有九子，二子送老。
辰集,5220,,财来财往，终身难有积蓄。
辰集,5221,61，62,寸心今日得安康，内外公私百事休。
辰集,5222,,借问一声身外事，遇兔之年是归期。
辰集,5223,69，70,流年之庆，晚景安康。
辰集,5224,,翰林拜相，驰驿回乡。
辰集,5225,28,勿得因人累，变迁已后悔无边。
辰集,5226,29，30,春入画堂中，阳和物色浓。
辰集,5227,61,科甲及第。
辰集,5228,59，60,鸟啼绿柳织成愁，丝絮纷纷万事休
辰集,5229,49,丧门照命，孝服之忧。
辰集,5230,59，60,福骈臻至，积财有余。
辰集,5231,78,生子之年。
辰集,5232,,数有四子，三子送老。
辰集,5233,35，36,好运已转，人能造福。
辰集,5234,,东坡向禅寺，云龙山上色。
辰集,5235,47，48,此时不利，啾唧自知。
辰集,5236,43，44,粟储有余，有实无虚。
辰集,5237,57，58,钦命典试。
辰集,5238,,务本力田，朝夕安然。
辰集,5239,,有理蛇救蚁，德未知初起。
辰集,5240,,忧转还喜，散面后聚。
辰集,5241,,数有五子，三子送老。
辰集,5242,27,见龙在田，天下文明之象。
辰集,5243,,大泽龙蛇，末得风云际会。
辰集,5244,,女配乘龙客，即姿金马才。
辰集,5245,15，16,花开花落春早起，妒时有兴运仍低。
辰集,5246,51，52,悉魔活却病魔除，福禄悠悠得安居。
辰集,5247,41，42,活计得周旋，行藏胜往年。
辰集,5248,12,深思未报，严君幽冥。
辰集,5249,52,忧怀未可对人言，外强欢笑内忧煎。
辰集,5250,,所求必得，无烦叹息。
辰集,5251,,数有六子，三子送老。
辰集,5252,41，42,事欲乘时破局来，若颠若倒若徘徊。
辰集,5253,,姊妹四人，同父不同母。
辰集,5254,31，32,人欲周全天欲差，红悔消瘦不成花。
辰集,5255,67，68,公私而得间，欢喜得相随。
辰集,5256,55，56,行人渡岭，步步平途。
辰集,5257,,真假五子，四子送福。
辰集,5258,,数有六子，三子送终。
辰集,5259,49，50,缟带衣冠不怕粗，阴极阳盛主丧服。
辰集,5260,,为人正直，豪气千云。
辰集,5261,41，42,瑞气融融护画堂，十为九成运相当。
辰集,5262,51,家业欢乐，春风融融。
辰集,5263,55，56,阴不阴时阳不阳，同林寂莫鸟声藏。
辰集,5264,23，24,日照中庭，花木更新。
辰集,5265,76,月缺花残，寿穷数尽。
辰集,5266,41，42,运来正亨通，家门瑞气隆。
辰集,5267,37,谋事虽成，忧之未已。
辰集,5268,,数有七子，三子送老。
辰集,5269,53，54,衣禄丰盛，家室安康。
辰集,5270,,勋勒鼎彝臻，富贵于白发。
辰集,5271,40,黄菊引晦来，一年多忧闷。
辰集,5272,30,颜子欠二春，三子送老。
辰集,5273,,数有八子，三子送老。
辰集,5274,47，48,推车未能上高岗，一步高来一步低。
辰集,5275,1,自有高人轻惜力，一身财禄永无忧。
辰集,5276,47,相逢可与言，换得眉头有笑颜。
辰集,5277,,虽不高飞，断不在后。
辰集,5278,45,万物得宜心境宽。
辰集,5279,57，58,钦命典试，状元可取。
辰集,5280,,数有九子，二子送老。
辰集,5281,51，52,武曲照命，当宴膺扬。
辰集,5282,53，54,弓马入泮。
辰集,5283,59，60,夫登黄甲。
辰集,5284,55，56,行藏不必问行藏，阴道骖迟驷马行。
辰集,5285,,妻配龙命，方能白头到老。
辰集,5286,,瓜绵绵，长生根本。
辰集,5287,,呼聚喝声，威权至重。
辰集,5288,,六出奇才，呼风成阵。
辰集,5289,21，22,计事无功破局多，十无一就其奈何。
辰集,5290,55，56,武曲照命，三场中选。
辰集,5291,27，28,青云得路，天赐佳儿。
辰集,5292,25，26,解神相见喜和同，凶曜消除福正隆。
辰集,5293,41，42,闺中未消停，重云敝日闷沉沉。
辰集,5294,28,事事称心怀，无日不精神。
辰集,5295,49，50,年来寿运增，好景清净吉。
辰集,5296,62,名登金榜。
辰集,5297,46,南北东西无不通，往来无事福相从。
辰集,5298,52,流萤有光，可以照路。
辰集,5299,,惜民财以克已，立刑法以行宽。
辰集,5300,,数有五子，四子送老。
辰集,5301,,兄弟二人，同父不同母。
辰集,5302,5,如花不久，徒增父母悲。
辰集,5303,19,名登金榜。
辰集,5304,57，58,扫尽风云一占无，中天高照有金星。
辰集,5305,55，56,飞来横祸恼人怀，恨未无情有破财。
辰集,5306,56,仕途变幻，官讼莫加。
辰集,5307,77，78,心事安闲，家室康宁。
辰集,5308,27，28,方当壮年，及时猛进。
辰集,5309,55，56,灯光明朗照人行，步步周旋事不惊。
辰集,5310,59，60,衣服饶足，心安意稳。
辰集,5311,27，28,好树扶疏衬绿阴，行人至此慢消停。
辰集,5312,44,数该生子。
辰集,5313,,数有六子，四子送老。
辰集,5314,43，44,进退维谷，祸相逐阻。
辰集,5315,,妻配兔命，方得偕老。
辰集,5316,33，34,是非虽有财也有，等闲一梯上高楼。
辰集,5317,5,年值半旬，啾唧不免。
辰集,5318,,数有七子，四子送老。
辰集,5319,,五子原全属五行，二土二金一火真。
辰集,5320,,十月怀胎，我多一月。
辰集,5321,,数有八子，四子送老。
辰集,5322,,祖宗植根深，子当发富贵。
辰集,5323,,曳裾豪门，兼收名利。
辰集,5324,59,一树梨花白玉开，妒风吹下落楼台。
辰集,5325,,婚宜迟迟乃堪配，若早配时定克伤。
辰集,5326,,荣膺朝野称元老，奎理阴阳作相人。
辰集,5327,15，16,陌头杨柳绿，画堂春草生。
辰集,5328,,数有九子，四子送老。
辰集,5329,,早子虚迟子实。
辰集,5330,,数有十子，四子送老。
辰集,5331,,数有六子，四子送老。
辰集,5332,,竭力朝迁，踊跃往前。
辰集,5333,19,一曲凤求凰，花烛乐鸳鸯。
辰集,5334,27，28,退而结网自踌躇，不必临渊羡有鱼。
辰集,5335,43，44,扰扰怀多事，得五而退十。
辰集,5336,63,科甲及第。
辰集,5337,49，50,年来与甲岁不同，内外熙熙乐意浓。
辰集,5338,21,当谐鸾凤，如鱼得水。
辰集,5339,,红鸾相照，洞房花烛。
辰集,5340,,一手有偏，先天定数。
辰集,5341,31，32,横积资财，事事多阴。
辰集,5342,,真假六子，送老四儿。
辰集,5343,,早岁颠连，必作填房。
辰集,5344,,子产河东，典列分飞各树楼。
辰集,5345,,水年妻丧，土年再娶属土命。
辰集,5346,,数有七子，五子送老。
辰集,5347,43，44,堂前画荻恨无人，读到蓼莪自狎情。
辰集,5348,,注定三子属水土，儿若值木不为福。
辰集,5349,77，78,饮酒食肉，天与之福。
辰集,5350,,菽水承欢萱草茂，熏虎并奏桥梓贤。
辰集,5351,,血带斑斑，先天定数。
辰集,5352,93，94,日落幸逢关可渡，寻得桃源可避泰。
辰集,5353,49，50,春风秋月见，无不欢欣颜。
辰集,5354,53，54,安如磐石，谋望亨通。
辰集,5355,64,年至八八，卦尽无零。
辰集,5356,82,明月下弦，其光渐减。
辰集,5357,83，84,虽无衣锦赶金阙，喜得财源富老年。
辰集,5358,49，50,日下数年时过薄，那堪思就子陵般。
辰集,5359,55,一切有影如梦幻，于今灯火显光明。
辰集,5360,,先花后果，数中注定。
辰集,5361,,椿庭丰茂，萱堂在萎。
辰集,5362,,善事翁姑，贤能莫及。
辰集,5363,33，34,鸦鹊报凶又报吉。
辰集,5364,29，30,好树扶疏绿映浓，吹嘘之力在东风。
辰集,5365,89，90,寿城司签九十年，寿星昨夜现中天。
辰集,5366,,数有六子，得以送老。
辰集,5367,3，4,四时佳处莫如春。
辰集,5368,,妻配虎命，方能白首到老。
辰集,5369,,数有九子，五子送老。
辰集,5370,,兄弟十人，中断离群。
辰集,5371,59，60,春雨花枝茂，枝枯而复荣。
辰集,5372,,命犯孤刑，未出嫁而克夫。
辰集,5373,,数有八子，五子送老。
辰集,5374,75，76,金谷园中列绮罗，山珍海味列于前。
辰集,5375,18,高椿之树正复苏，不料狂风吹折枝。
辰集,5376,,寿曰于此矣。
辰集,5377,49，50,乐事喜相逢，东林鸦噪不为凶。
辰集,5378,35，36,行船走马防风浪，不是人差命亦差。
辰集,5379,27,红鸾照命。
辰集,5380,35,愁怀不可释，勉强度晨昏。
辰集,5381,49，50,风雨消停春日长，千红万紫乐湘江。
辰集,5382,41，42,天德相照，可免灾耗。
辰集,5383,55,手扳丹桂枝，繁华满目前。
辰集,5384,20,彼为名所伤，虚来耗去不寻常。
辰集,5385,9，10,朝夕无忧，不岐不求。
辰集,5386,47，48,扰攘未有宁，内外不息忧。
辰集,5387,49，50,有个渔郎来指引，天台路上人可疑。
辰集,5388,55，56,花遇清明遍锦从，坤人无日不春风。
辰集,5389,33，34,风中流莺栖未稳。
辰集,5390,33，34,淹沉何事，谋策何如。
辰集,5391,,数有七子，六子送老。
辰集,5392,56,灾后又有灾，风遇雨又来。
辰集,5393,21，22,欲进且盘恒，青丝宝马未有鞍。
辰集,5394,55，56,人旺财兴，家室安宁。
辰集,5395,68,阳气盘桓晦又生。
辰集,5396,31，32,上古三十而有室，君今一二亦相宜。
辰集,5397,67,寿至六十七。
辰集,5398,,西宫见孛嗟嘘日，惟期神力保无虞。
辰集,5399,,破财不利，问利无益。
辰集,5400,29，30,生来岁月亨，万物色更新。
辰集,5401,57，58,径路荆棘，行人难定。
辰集,5402,39，40,有始无终，其事难济。
辰集,5403,56,人事顺利，且安且宁。
辰集,5404,63，64,黄花逢老景，犹有晚节香。
辰集,5405,19，20,喈喈鸟鸣声，春风赖有情。
辰集,5406,63，64,黄花逢老景，犹有晚节香。
辰集,5407,5,命带关煞，焉能长五年。
辰集,5408,53，54,谋事难成，作十九失。
辰集,5409,,知进知退，能刚能柔。
辰集,5410,47,乖戾不和，事多舛错。
辰集,5411,,项庄舞剑，意在沛公。
辰集,5412,37，38,凄凉苦雨，行人忧心。
辰集,5413,,真假七子，四子送老。
辰集,5414,63，64,千里行人未息肩，得乘良马再加鞭。
辰集,5415,47，48,仕途变幻，官讼交加。
辰集,5416,,才大力厚，任重道远。
辰集,5417,,徒弟四人，得以送老。
辰集,5418,,数有八子，六子送终。
辰集,5419,36,好花离枝，妒雨相催。
辰集,5420,68,六旬加八载，一去料不回。
辰集,5421,23，24,日圆月缺恨无常，人事浮沉没主张。
辰集,5422,,妻命属土金年娶，其后已丧在水年。
辰集,5423,50,醉酒寻花，赏心乐事。
辰集,5424,50,一别亲朋万古愁，青山绿水空悠悠。
辰集,5425,,春光明媚，物色更新。
辰集,5426,,劝君勤习读诗文，莫将技艺浪青春。
辰集,5427,13，14,柳媚花明，赏心乐事。
辰集,5428,35，36,一点银灯暗处飞，若明若暗照庭门。
辰集,5429,69,化纸为宝，无所祈祷。
辰集,5430,,不足于心，有余在口。
辰集,5431,63，64,灾晦相侵，流年之咎。
辰集,5432,,数有十子，六子送老。
辰集,5433,46,家业兴隆，运至时通。
辰集,5434,1,山川之毓秀，莹润掌中珠。
辰集,5435,,守定钱库，毫厘不失。
辰集,5436,,雁许河东过齐田，入梦相让退一环。
辰集,5437,45，46,蹑足高楼上，更上一层楼。
辰集,5438,,双双鸿雁翱翔飞，一生立在松顶尖。
辰集,5439,,短命之儿已有友，其后土年倾。
辰集,5440,51，52,历险崎岖路坦夷，前程指引可行车。
辰集,5441,57，58,不疾不徐，从容马啼。
辰集,5442,,数有八子，七子送终，
辰集,5443,49，50,乌云一卷见青天，日色融融花正妍。
辰集,5444,,结交非其人，不但初心负。
辰集,5445,11,莲花映日色，自是不寻常。
辰集,5446,71，72,功名事就，福享余年。
辰集,5447,25，26,好运初转，人能造福。
辰集,5448,,驿丞之职，数内先知。
辰集,5449,22,旭花天时便凋残，恨杀无情风雨催。
辰集,5450,,有翁先死，大数已定。
辰集,5451,35，36,谋事顺意，动止安详。
辰集,5452,57，58,始终好事得周旋，今年行事理先年。
辰集,5453,35，36,行船走马防风浪，不是人差命亦差。
辰集,5454,80,寿享八旬，悠悠而往。
辰集,5455,42,云开山色丽，风静竹枝安。
辰集,5456,49，50,南北东西无不通，往来有利得相从。
辰集,5457,,妻当出家，数内先知。
辰集,5458,,子许一丁先抱女，原来有数定先知。
辰集,5459,68,老骥伏枥，志在千里。
辰集,5460,,数有九子，七子送老。
辰集,5461,,森森玉树庭前立，满院桂花晚节香。
辰集,5462,29，30,绿树阴浓夏日长，凉亭轩爽芰荷香。
辰集,5463,,曾戴日月山，家本不了局。
辰集,5464,,金木土火成五子，惟是水命不宜儿
辰集,5465,,数有九子，六子送老。
辰集,5466,,萱花阴庇得长年，椿树风吹定在先。
辰集,5467,30,皓月澄清，千里一碧。
辰集,5468,21，22,天心来复转三阳，黄道初出日渐长。
辰集,5469,24,细雨微微霏，似有似无泾人衣。
辰集,5470,56,乐事人怀，祯祥福来。
辰集,5471,59，60,无是无非，三春花柳。
辰集,5472,17，18,景色快人情，垂杨遍绿阴。
辰集,5473,,复任守备。
辰集,5474,5,子丧严亲，随母从人。
辰集,5475,,数中不幸，父母死于非命。
辰集,5476,39，40,运有乖违，花枝风雨催。
辰集,5477,19，20,禅门自有春光景，寒气侵人未及回。
辰集,5478,71，72,老骥伏枥，志在千里。
辰集,5479,25，26,月光千里照人行，夜色灯青到处明。
辰集,5480,,水火相刑，落水复生。
辰集,5481,29,萱花经霜萎，妒雨又相催。
辰集,5482,23，24,春到南枝，白有微阳相应熙。
辰集,5483,60,天哭催人，老母虽故而有寿。
辰集,5484,35，36,秋声听鹿鸣，又兆熊罴庆。
辰集,5485,61，62,为问仕途人，不知林下泉。
辰集,5486,,数有不幸，母嫁作尼姑。
辰集,5487,37，38,如花开处锦披霞，院宇精华是丽华。
辰集,5488,55，56,弄折桂枝，子今同恨。
辰集,5489,31，32,权望照命，巡职甚任。
辰集,5490,31,整顿笙歌会，春暖日融融。
辰集,5491,56,数该生子。
辰集,5492,41，42,飞狂为思又为灾，啾唧无端水破财。
辰集,5493,17，18,凶星不侵，流年之庆。
辰集,5494,43，44,朱雀绕户，破害相侵。
辰集,5495,70,人生七十古来稀。
辰集,5496,,数生九子，七子送老。
辰集,5497,,水年科甲。
辰集,5498,17，18,晦气侵人，禅房冷淡。
辰集,5499,71，72,快足无求，老景悠悠。
辰集,5500,13，14,无意栽花花正发，易成易立不消停。
辰集,5501,38,断弦之悲。
辰集,5502,47，48,终日持竿不得鱼，江中风雨草萎萎。
辰集,5503,73,走遍江山又是关，道途涉事又艰难。
辰集,5504,49，50,南柯太守梦正长。
辰集,5505,13，14,不明不暗，有情无遂。
辰集,5506,51,大数已定，何必复问。
辰集,5507,31,一程又一程，无处不阳春。
辰集,5508,12,三阳回万象，幽谷自生春。
辰集,5509,29，30,锦似河阳院里花，春风到处映荣华。
辰集,5510,19，20,名花锦色，可堪人意。
辰集,5511,51，52,酒醉复醒，忧乐同行。
辰集,5512,45，46,行乐顺境，吉利相得。
辰集,5513,31，32,所求不遂，进当复退。
辰集,5514,,初授狱官，事宜斟酌。
辰集,5515,53，54,花开遇雨无颜色，月明还被黑云遮
辰集,5516,18,初阳出云表，曜色照堂前。
辰集,5517,21，22,谋未成时天欲催，成成如寄福白云。
辰集,5518,,土年配夫金年克。
辰集,5519,59，60,南极吉星临，喜气到门庭。
辰集,5520,,翩翩五子属金星，若中海金终须去。
辰集,5521,,此刻生人，萱花犹茂。
